studyFileAccession,studyAccession,studyFileType,description,fileName,filePath
SFL23016,SDY2231,Study Data,Demographic data and co-morbiditiesof vaccinated health care workers.,PMID34687733_dataset.csv,/SDY2231/StudyFiles/PMID34687733_dataset.csv
SFL23017,SDY2231,Study Data,Column descriptions.,PMID34687733_column_descriptions.xlsx,/SDY2231/StudyFiles/PMID34687733_column_descriptions.xlsx
SFL23018,SDY2231,Study Data,Post vaccination symptoms of health care workers and 1st and 2nd doses.,PMID34687733_dataset_symptoms.csv,/SDY2231/StudyFiles/PMID34687733_dataset_symptoms.csv
SFL23019,SDY2231,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors.,PMID34687733_v1.3.4.xlsm,/SDY2231/StudyFiles/PMID34687733_v1.3.4.xlsm
SFL23021,SDY2231,Study Data,Publication in PDF format.,PMID34687733_publication.pdf,/SDY2231/StudyFiles/PMID34687733_publication.pdf
SFL23022,SDY2232,Study Data,Supplementary information includes comparison of antibody levels between participants with and without prior SARS-CoV-2 infection at matched time points.,PMID33795870_SM.pdf,/SDY2232/StudyFiles/PMID33795870_SM.pdf
SFL23023,SDY2232,Study Data,De-identified data and chemiluminescent assay values of the vaccinated health care workers.,PMID33795870_dataset.csv,/SDY2232/StudyFiles/PMID33795870_dataset.csv
SFL23024,SDY2232,Study Data,Column descriptions of the dataset.,PMID33795870_column_descriptions.csv,/SDY2232/StudyFiles/PMID33795870_column_descriptions.csv
SFL23025,SDY2232,Study Data,Post-vaccine symptoms of the participants.,PMID33795870_dataset_symptoms.csv,/SDY2232/StudyFiles/PMID33795870_dataset_symptoms.csv
SFL23026,SDY2232,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors.,PMID33795870_v1.3.4.xlsm,/SDY2232/StudyFiles/PMID33795870_v1.3.4.xlsm
SFL23028,SDY2232,Study Data,Publication in PDF format.,PMID33795870_publication.pdf,/SDY2232/StudyFiles/PMID33795870_publication.pdf
SFL23029,SDY2233,Study Data,Sensitivity analysis of odds of heart failure medication prescription during clinic visits for patients with heart failure.,PMID34587763_supp.pdf,/SDY2233/StudyFiles/PMID34587763_supp.pdf
SFL23030,SDY2233,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID34587763_v1.3.4.xlsm,/SDY2233/StudyFiles/PMID34587763_v1.3.4.xlsm
SFL23032,SDY2233,Study Data,Publication in PDF format.,PMID34587763_publication.pdf,/SDY2233/StudyFiles/PMID34587763_publication.pdf
SFL23033,SDY2234,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID36191537_v1.3.4.xlsm,/SDY2234/StudyFiles/PMID36191537_v1.3.4.xlsm
SFL23035,SDY2234,Study Data,Publication in PDF format.,PMID36191537_publication.pdf,/SDY2234/StudyFiles/PMID36191537_publication.pdf
SFL23039,SDY2236,Study Data,"Subject level demographics and RBD IgA, RBD IgG, RBD IgM, S Trimer IgA, S Trimer IgG, N IgA, N IgG ELISA values.",PMID36314635_Dataset_Publish.xlsx,/SDY2236/StudyFiles/PMID36314635_Dataset_Publish.xlsx
SFL23040,SDY2236,Study Data,"Study participant recruitment and enrollment, sample collection and ELISA method.",PMID36314635_Supplemental_Material.pdf,/SDY2236/StudyFiles/PMID36314635_Supplemental_Material.pdf
SFL23041,SDY2236,Study Data,"Figures of example of SARS-CoV-2 Antibody Report, which returned to study participants.",PMID36314635_Figure 1_Ab Report.pdf,/SDY2236/StudyFiles/PMID36314635_Figure 1_Ab Report.pdf
SFL23042,SDY2236,Study Data,"Figure of Receiver operating characteristic (ROC) curves, estimated for individual and combinations of antigens (N, S and RBD) and antibody isotypes (IgA and IgG) using the seropositive hospitalized patients and the presumed negative controls.",PMID36314635_Figure 2_ROC.pdf,/SDY2236/StudyFiles/PMID36314635_Figure 2_ROC.pdf
SFL23043,SDY2236,Study Data,"Figure of correlogram, which was built based on optical density values of PCR-confirmed COVID-19 cases and all positives.",PMID36314635_Figure 3_Correlogram.pdf,/SDY2236/StudyFiles/PMID36314635_Figure 3_Correlogram.pdf
SFL23044,SDY2236,Study Data,"Figure of Optical density value distribution among each experimental subgroup (CHC, HCW, HCW families, RTW, negative controls) applying the three different thresholds (3 SD, Max Spec, Youden).",PMID36314635_Figure 4_OD linear.pdf,/SDY2236/StudyFiles/PMID36314635_Figure 4_OD linear.pdf
SFL23045,SDY2236,Study Data,Figure of Correlation comparing ELISA results from University of Massachusetts Chan Medical School (UMass Chan) and Ragon institute.,PMID36314635_Figure 5_Correlation.pdf,/SDY2236/StudyFiles/PMID36314635_Figure 5_Correlation.pdf
SFL23046,SDY2236,Study Data,"Figure of optical density readings across different days of sample collection (day1, day2) for RBD IgG, RBD IgA and RBD IgM.",PMID36314635_Figure 6_Reprod.pdf,/SDY2236/StudyFiles/PMID36314635_Figure 6_Reprod.pdf
SFL23047,SDY2236,Study Data,"Figure of the internal reproducibility of the assay was validated by comparing triplicate IgG, IgA, and IgM results across three different time points (day 1, 2, and 3).",PMID36314635_Figure 7_Valid.pdf,/SDY2236/StudyFiles/PMID36314635_Figure 7_Valid.pdf
SFL23048,SDY2236,Study Data,Figure explains consistency of ELISA results despite the use of RBD antigens that were provided by different sources.,PMID36314635_Figure 8_Source.pdf,/SDY2236/StudyFiles/PMID36314635_Figure 8_Source.pdf
SFL23049,SDY2236,Study Data,"Figure of optical density values compared using nonparametric Kruskal-Wallis test in negative controls from Moormann Laboratory (group 3), Dr. Larry Stern lab (group 4), Dr. Liisa Selin and Dr. Anna Gil lab from UMass Chan (group 2) and Dr. Christopher King lab (group 1).",PMID36314635_Figure 9_Neg Comp.pdf,/SDY2236/StudyFiles/PMID36314635_Figure 9_Neg Comp.pdf
SFL23050,SDY2236,Study Data,Optical density (OD) cut offs for each applied method and antigen/isotype combination.,PMID36314635_Table 1_Cut_offs.pdf,/SDY2236/StudyFiles/PMID36314635_Table 1_Cut_offs.pdf
SFL23051,SDY2236,Study Data,Sensitivity and specificity for each threshold method and isotype-antigen combination based on PCR-confirmed hospitalized coronavirus disease 2019 Patients and Negative Samples.,PMID36314635_Table 2_Sens Spec Comb.pdf,/SDY2236/StudyFiles/PMID36314635_Table 2_Sens Spec Comb.pdf
SFL23052,SDY2236,Study Data,"Optical density (OD) value distribution among each measured subgroup (CHC, HCW, HCW families, RTW).",PMID36314635_Figure_1_Dot_plots.pdf,/SDY2236/StudyFiles/PMID36314635_Figure_1_Dot_plots.pdf
SFL23053,SDY2236,Study Data,"Heat map of optical density (OD) values of the experimental subgroups (CHC, HCW, HCW families, RTW).",PMID36314635_Figure_2_Heatmap.tiff,/SDY2236/StudyFiles/PMID36314635_Figure_2_Heatmap.tiff
SFL23054,SDY2236,Study Data,"Seropositivity of each subgroup, according to the antigen-isotype combination (CHC, HCW, HCW families, and RTW).",PMID36314635_Figure_3_Seroprev.pdf,/SDY2236/StudyFiles/PMID36314635_Figure_3_Seroprev.pdf
SFL23055,SDY2236,Demographics,"Demographics, SARS-CoV-2 PCR results and symptom distribution among study participants (CHC, HCW, HCW families, RTW, and negatives).",PMID36314635_Table 1_Pop.pdf,/SDY2236/StudyFiles/PMID36314635_Table 1_Pop.pdf
SFL23056,SDY2236,Study Data,"Seroprevalence for each participant group, antigen/isotype combination, and threshold method (HCW, HCW family, and RTW).",PMID36314635_Table 3_Seroprev.pdf,/SDY2236/StudyFiles/PMID36314635_Table 3_Seroprev.pdf
SFL23057,SDY2236,Study Data,Sensitivity and specificity for the compound estimates based on PCR-confirmed and hospitalized COVID-19 patients (n=86) and negative samples (n=96).,PMID36314635_Supp_Table 2_Sens Spec Comb.pdf,/SDY2236/StudyFiles/PMID36314635_Supp_Table 2_Sens Spec Comb.pdf
SFL23058,SDY2236,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID36314635_v1.3.4.xlsm,/SDY2236/StudyFiles/PMID36314635_v1.3.4.xlsm
SFL23060,SDY2236,Study Data,Publication in PDF format.,PMID36314635_publication.pdf,/SDY2236/StudyFiles/PMID36314635_publication.pdf
SFL23061,SDY2239,Study Data,Figures depicting correlation of ACE2 inhibiting antibodies to days since symptom onset and correlation of ACE2 inhibiting antibodies to vaccine strain.,PMID35389888_159474-INS-CMED-RV-3_sd_582934.pdf,/SDY2239/StudyFiles/PMID35389888_159474-INS-CMED-RV-3_sd_582934.pdf
SFL23062,SDY2239,Study Data,Frequency of Omicron cases among sequenced SARS-CoV-2 isolates,PMID35389888_f.1.b.csv,/SDY2239/StudyFiles/PMID35389888_f.1.b.csv
SFL23063,SDY2239,Study Data,Spike-binding antibody ELISA data for Figure 2a,PMID35389888_f.2.a.csv,/SDY2239/StudyFiles/PMID35389888_f.2.a.csv
SFL23064,SDY2239,Study Data,Receptor binding domain antibody ELISA data for Figure 2b,PMID35389888_f.2.b.csv,/SDY2239/StudyFiles/PMID35389888_f.2.b.csv
SFL23065,SDY2239,Study Data,Virus Neutralization Assay data for Figure 2c,PMID35389888_F.2.c.csv,/SDY2239/StudyFiles/PMID35389888_F.2.c.csv
SFL23066,SDY2239,Study Data,Virus Neutralization Assay data for Figure 2d,PMID35389888_f.2.d.csv,/SDY2239/StudyFiles/PMID35389888_f.2.d.csv
SFL23067,SDY2239,Study Data,Data used in Paired analyses 1-way ANOVA for Figure 2e,PMID35389888_f.2.e.csv,/SDY2239/StudyFiles/PMID35389888_f.2.e.csv
SFL23068,SDY2239,Study Data,IFN-γ ELIspot assay data for overlapping spike peptide pools from vaccine strain for Figure 3a,PMID35389888_f.3.a.csv,/SDY2239/StudyFiles/PMID35389888_f.3.a.csv
SFL23069,SDY2239,Study Data,IFN-γ ELIspot assay data for S1 spike proteins from vaccine strain or Omicron variant for Figure 3b,PMID35389888_f.3.b.csv,/SDY2239/StudyFiles/PMID35389888_f.3.b.csv
SFL23070,SDY2239,Study Data,"Inhibition data of ACE2 binding to the vaccine strain as well as Omicron and Delta variants Figure 4a,b and c.",PMID35389888_f.4.a.b.c.csv,/SDY2239/StudyFiles/PMID35389888_f.4.a.b.c.csv
SFL23071,SDY2239,Study Data,T cell response data measured as IFN-γ spot-forming units (SFU) per million PBMCs for Figure 4d,PMID35389888_f.4.d.csv,/SDY2239/StudyFiles/PMID35389888_f.4.d.csv
SFL23072,SDY2239,Study Data,"ACE2 inhibiting antibody data to vaccine strain, omicron, Delta and Beta for breakthrough Vaccine Recipients for Supplemental Figure 1.",PMID35389888_s.f.1.a.b.c.d.csv,/SDY2239/StudyFiles/PMID35389888_s.f.1.a.b.c.d.csv
SFL23073,SDY2239,Study Data,Spike binding antibody data for mRNA vaccinated individuals for Supplemental Figure 2a.,PMID35389888_s.f.2.a.csv,/SDY2239/StudyFiles/PMID35389888_s.f.2.a.csv
SFL23074,SDY2239,Study Data,Receptor binding domain (RBD) antibody data for Supplemental Figure 2b.,PMID35389888_s.f.2.b.csv,/SDY2239/StudyFiles/PMID35389888_s.f.2.b.csv
SFL23075,SDY2239,Study Data,ACE2/spike binding inhibition data for Supplemental Figure 2c.,PMID35389888_s.f.2.c.csv,/SDY2239/StudyFiles/PMID35389888_s.f.2.c.csv
SFL23076,SDY2239,Study Data,IFN-γ ELIspot assay data for vaccine strain overlapping spike peptide pools for Supplemental Figure 2d.,PMID35389888_s.f.2.d.csv,/SDY2239/StudyFiles/PMID35389888_s.f.2.d.csv
SFL23077,SDY2239,Study Data,IFN-γ ELIspot assay data for S1 protein from vaccine strain or omicron variant in post-boost Vaccine Recipients for Supplemental Figure 2e.,PMID35389888_s.f.2.e.csv,/SDY2239/StudyFiles/PMID35389888_s.f.2.e.csv
SFL23078,SDY2239,Study Data,ELISA assay data for spike binding antibodies after booster shots and after breakthrough infection for Supplemental Figure 3a.,PMID35389888_s.f.3.a.csv,/SDY2239/StudyFiles/PMID35389888_s.f.3.a.csv
SFL23079,SDY2239,Study Data,ACE2/spike inhibition assay data for the vaccine strain and variants of concern after booster shots and after breakthrough infection for Supplemental Figure 3b.,PMID35389888_s.f.3.b.csv,/SDY2239/StudyFiles/PMID35389888_s.f.3.b.csv
SFL23080,SDY2239,Study Data,ELISA assay data of antibody responses to the nucleocapsid protein in post-boost Vaccine Recipients and breakthrough Vaccine Recipients for Supplemental Figure 3c.,PMID35389888_s.f.3.c.csv,/SDY2239/StudyFiles/PMID35389888_s.f.3.c.csv
SFL23081,SDY2239,Study Data,ELISA assay data of T cell responses to nucleocapsid peptides in Vaccine Recipients after the booster shot and in Vaccine Recipients with breakthrough infection for Supplemental Figure 3d.,PMID35389888_s.f.3.d.csv,/SDY2239/StudyFiles/PMID35389888_s.f.3.d.csv
SFL23082,SDY2239,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID35389888_v1.3.4.xlsm,/SDY2239/StudyFiles/PMID35389888_v1.3.4.xlsm
SFL23084,SDY2239,Study Data,Publication in PDF format.,PMID35389888_publication.pdf,/SDY2239/StudyFiles/PMID35389888_publication.pdf
SFL23227,SDY2239,Demographics,List of vaccine recipients who experienced breakthrouh indections after booster shots,PMID35389888_subject vaccine data.xlsx,/SDY2239/StudyFiles/PMID35389888_subject vaccine data.xlsx
SFL19619,SDY224,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2104.SDY224.txt,/SDY224/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2104.SDY224.txt
SFL4387,SDY224,Study Data,Notes outlining data curation efforts,SDY224_BISC_Data_Curation_Notes_12132013.doc,/SDY224/StudyFiles/SDY224_BISC_Data_Curation_Notes_12132013.doc
SFL4412,SDY224,Study Summary Description,Curation Notes,SDY224_Data_Curation_notes.docx,/SDY224/StudyFiles/SDY224_Data_Curation_notes.docx
SFL23085,SDY2240,Study Data,Supplementary Figure S1: NT50 values for Omicron resistance to two-dose and booster immunity. S2: Representative neutralization curves for patients. S3: Heatmaps showing patient/HCW NT50 values.,PMID35526534_1-s2.0-S1931312822002207-mmc1.pdf,/SDY2240/StudyFiles/PMID35526534_1-s2.0-S1931312822002207-mmc1.pdf
SFL23086,SDY2240,Study Data,Subject level demographics and  Pseudovirus Neutralization Assay data supporting the figures in the paper,PMID35526534_Data.xlsx,/SDY2240/StudyFiles/PMID35526534_Data.xlsx
SFL23087,SDY2240,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID35526534_v1.3.4.xlsm,/SDY2240/StudyFiles/PMID35526534_v1.3.4.xlsm
SFL23089,SDY2240,Study Data,Publication in PDF format.,PMID35526534_publication.pdf,/SDY2240/StudyFiles/PMID35526534_publication.pdf
SFL23090,SDY2241,Study Data,"Supplementary methods, Supplemantary Figures S1, S2, and S3, and Table S1.",PMID35584183_NEJMc2205019_appendix.pdf,/SDY2241/StudyFiles/PMID35584183_NEJMc2205019_appendix.pdf
SFL23091,SDY2241,Study Data,Demographics data and Individual level Pseudovirus Neutralization Assay data supporting the figures in the paper.,PMID35584183_Data.xlsx,/SDY2241/StudyFiles/PMID35584183_Data.xlsx
SFL23092,SDY2241,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID35584183_v1.3.4.xlsm,/SDY2241/StudyFiles/PMID35584183_v1.3.4.xlsm
SFL23094,SDY2241,Study Data,Publication in PDF format.,PMID35584183_publication.pdf,/SDY2241/StudyFiles/PMID35584183_publication.pdf
SFL23095,SDY2242,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID36213181_v1.3.4.xlsm,/SDY2242/StudyFiles/PMID36213181_v1.3.4.xlsm
SFL23097,SDY2242,Study Data,Publication in PDF format.,PMID36213181_publication.pdf,/SDY2242/StudyFiles/PMID36213181_publication.pdf
SFL23098,SDY2243,Study Data,Supplemental Table 1. Positive predictive value (PPV) and negative predictive value (NPV) diagnostic performance characteristics,PMID35614113_41598_2022_12869_MOESM1_ESM.docx,/SDY2243/StudyFiles/PMID35614113_41598_2022_12869_MOESM1_ESM.docx
SFL23099,SDY2243,Study Data,Subject level pre-vaccination and post-vaccination Elisa and SIMOA data,PMID35614113_data.xlsx,/SDY2243/StudyFiles/PMID35614113_data.xlsx
SFL23100,SDY2243,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID35614113_v1.3.4.xlsm,/SDY2243/StudyFiles/PMID35614113_v1.3.4.xlsm
SFL23102,SDY2243,Study Data,Publication in PDF format.,PMID35614113_publication.pdf,/SDY2243/StudyFiles/PMID35614113_publication.pdf
SFL23103,SDY2244,Study Data,Serious adverse events through day 28.,PMID36135380_Supplementary Table S1.docx,/SDY2244/StudyFiles/PMID36135380_Supplementary Table S1.docx
SFL23104,SDY2244,Adverse Events,Mortality in randomized control trials of COVID-19 convalescent plasma (CCP) in hospitalized adults.,PMID36135380_Supplementary Table S2.docx,/SDY2244/StudyFiles/PMID36135380_Supplementary Table S2.docx
SFL23105,SDY2244,Study Data,Serological repertoire of COVID-19 convalescent plasma (CCP) units.,PMID36135380_Figure S1.docx,/SDY2244/StudyFiles/PMID36135380_Figure S1.docx
SFL23106,SDY2244,Study Data,Cumulative incidence curves in COVID-19 convalescent plasma (CCP) recipients.,PMID36135380_Figure S2.docx,/SDY2244/StudyFiles/PMID36135380_Figure S2.docx
SFL23107,SDY2244,Study Data,"Demographics, clinical symptoms of COVID-19, NT 50 and RBD IgG end-point Titer values of COVID-19 patients.",PMID36135380_Demographics.xlsx,/SDY2244/StudyFiles/PMID36135380_Demographics.xlsx
SFL23108,SDY2244,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID36135380_v1.3.4.xlsm,/SDY2244/StudyFiles/PMID36135380_v1.3.4.xlsm
SFL23110,SDY2244,Study Data,Publication in PDF format.,PMID36135380_publication.pdf,/SDY2244/StudyFiles/PMID36135380_publication.pdf
SFL23111,SDY2247,Study Data,Subject level raw data Luminex data using the sera from expecting individuals vaccinated with Moderna or Pfizer.,PMID35430229_Bartsch_pregnant_omicron.csv,/SDY2247/StudyFiles/PMID35430229_Bartsch_pregnant_omicron.csv
SFL23112,SDY2247,Data Dictionary,This document contains the descriptions of the data and abbreviations used.,PMID35430229_Bartsch_AmJObGyn _2022_rawdatadescriptions_McNamara.docx,/SDY2247/StudyFiles/PMID35430229_Bartsch_AmJObGyn _2022_rawdatadescriptions_McNamara.docx
SFL23113,SDY2247,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID35430229_v1.3.4.xlsm,/SDY2247/StudyFiles/PMID35430229_v1.3.4.xlsm
SFL23115,SDY2247,Study Data,Publication in PDF format.,PMID35430229_publication.pdf,/SDY2247/StudyFiles/PMID35430229_publication.pdf
SFL23228,SDY2247,Demographics,Demographic characteristics of mRNA-1273 or BNT162b2 vaccinated pregnant individuals. PMID35430229_demo.xlsx extracted from PMID35430229_publication.pdf,PMID35430229_demo.xlsx,/SDY2247/StudyFiles/PMID35430229_demo.xlsx
SFL23116,SDY2248,Study Data,"Material and Methods,Patient demographics, and Univariate and multivariable analysis of clinical factors associated with vaccine seroconversion in NHL/CLL patients.",PMID35436146_DS_JCO.22.00088.pdf,/SDY2248/StudyFiles/PMID35436146_DS_JCO.22.00088.pdf
SFL23117,SDY2248,Study Data,Subject level data for variant binding and neutralization titers.,PMID35436146_Chang et al COVID data no boost_SeroNET upload.xlsx,/SDY2248/StudyFiles/PMID35436146_Chang et al COVID data no boost_SeroNET upload.xlsx
SFL23118,SDY2248,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID35436146_v1.3.4.xlsm,/SDY2248/StudyFiles/PMID35436146_v1.3.4.xlsm
SFL23120,SDY2248,Study Data,Publication in PDF format.,PMID35436146_publication.pdf,/SDY2248/StudyFiles/PMID35436146_publication.pdf
SFL23121,SDY2249,Study Data,Supplementary Information and Summary Demographics,PMID34669512_jvi.01063-21-s0001.pdf,/SDY2249/StudyFiles/PMID34669512_jvi.01063-21-s0001.pdf
SFL23122,SDY2249,Data Dictionary,Data release statement from primary institution,PMID34669512_Data note.txt,/SDY2249/StudyFiles/PMID34669512_Data note.txt
SFL23941,SDY2249,Study Data,Publication in PDF format.,PMID34669512_publication.pdf,/SDY2249/StudyFiles/PMID34669512_publication.pdf
SFL23942,SDY2249,Study Summary Description,Completed curation of the study into SeroNet Registry Template which includes SeroNet Study Descriptors,PMID34669512_v1.2.5.xlsm,/SDY2249/StudyFiles/PMID34669512_v1.2.5.xlsm
SFL23944,SDY2249,Study Data,"Cohort level demographics, health characteristics, and comorbidities",PMID34669512_Characteristic_table_final.xlsx,/SDY2249/StudyFiles/PMID34669512_Characteristic_table_final.xlsx
SFL19626,SDY225,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2149.SDY225.txt,/SDY225/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2149.SDY225.txt
